x,y,z,vx,vy,vz,t
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-123.105,-17.5934,113.328,-0.611066,0.78653,-0.0892705,116
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-125.17,-14.2541,112.625,-0.424742,0.86947,-0.252221,118
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-166.887,-155.766,88.5946,-0.390785,-0.898522,-0.199866,138
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-168.847,-159.077,87.5432,-0.574445,-0.754665,-0.317008,140
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
100.043,5.73926,65.9365,0.858208,0.473688,0.197735,64.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-121.589,-21.5758,113.695,-0.761981,0.582344,0.283303,114
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
49.8849,-3.40846,65.0744,0.0703277,0.143435,0.987158,42
69.7208,-2.91948,57.657,0.997412,-0.0338775,-0.0634189,48
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-170.853,-162.4,86.626,-0.429976,-0.890725,-0.147407,142
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-126.874,-10.6781,112.156,-0.422228,0.906468,0.00618355,120
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-158.458,-142.702,86.6737,-0.307646,-0.945014,-0.110917,130
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-150.719,-126.971,82.9329,-0.898511,-0.128101,-0.419843,122
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-166.897,-155.706,89.6377,-0.395177,-0.870246,0.294121,138
-128.093,-6.88929,112.414,-0.195387,0.973788,0.116454,122
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-129.293,-3.14251,113.096,-0.349624,0.916098,0.196285,124
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-172.792,-165.885,86.5336,-0.52876,-0.84402,0.0896767,144
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-130.419,0.475016,114.346,-0.228919,0.88917,0.396198,126
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
100.043,5.73926,65.9365,0.858208,0.473688,0.197735,64.4
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-131.486,4.16493,115.421,-0.298191,0.942608,0.150242,128
-174.992,-169.207,86.3531,-0.563507,-0.80912,-0.166688,146
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-176.94,-172.676,86.0776,-0.412494,-0.910731,0.0204439,148
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-133.06,7.82323,115.643,-0.475353,0.879258,-0.0307237,130
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-134.517,11.515,115.249,-0.259981,0.952466,-0.158802,132
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-135.973,15.112,114.325,-0.45382,0.841281,-0.293757,134
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-178.575,-176.285,85.612,-0.400857,-0.884412,-0.239018,150
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-137.554,18.6826,113.482,-0.372326,0.910675,-0.179011,136
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
49.8532,-3.2838,69.0609,-0.0786539,-0.0708095,0.994384,44
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-138.629,22.4979,113.008,-0.212016,0.973535,-0.0853164,138
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-134.737,11.4232,116.014,-0.363803,0.908994,0.203415,132
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-180.482,-179.534,84.3012,-0.540055,-0.738089,-0.404432,152
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
-168.136,-159.142,91.241,-0.229042,-0.839286,0.493091,140
-182.272,-182.818,82.9166,-0.359132,-0.887207,-0.289632,154
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
100.043,5.73926,65.9365,0.858208,0.473688,0.197735,64.4
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-183.913,-186.395,82.2665,-0.451943,-0.890877,-0.0456632,156
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-185.6,-189.992,82.6181,-0.390008,-0.897044,0.207861,158
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-183.996,-186.076,81.3923,-0.491378,-0.739756,-0.459684,156
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-187.226,-193.619,83.0249,-0.411474,-0.909021,0.0661109,160
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-188.354,-197.435,83.3036,-0.16156,-0.984222,0.0721437,162
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-188.537,-201.377,83.8858,0.0596973,-0.975785,0.210427,164
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
-132.511,7.85426,116.538,-0.215412,0.893954,0.392995,130
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-92.6168,-47.5558,105.815,-0.425611,0.568086,0.704367,94
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-136.335,14.8401,117.31,-0.427627,0.795348,0.4296,134
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
49.2554,-3.09866,73.0001,-0.211927,0.151784,0.965427,46
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-154.26,-126.961,81.0969,-0.863586,0.121064,-0.489452,124
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
-187.968,-205.121,85.1362,0.215301,-0.890094,0.401719,166
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-187.538,-208.584,87.0682,0.00878352,-0.834249,0.551318,168
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-188.03,-211.964,89.1288,-0.241166,-0.845277,0.476807,170
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-189.358,-215.412,90.6299,-0.410299,-0.868137,0.279273,172
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
48.5216,-3.0251,76.92,-0.155691,-0.102569,0.982466,48
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-190.566,-219.113,91.4988,-0.200773,-0.966695,0.158718,174
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-138.482,17.6941,119.085,-0.629742,0.63167,0.452126,136
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-191.237,-222.871,92.655,-0.136035,-0.904639,0.403884,176
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-103.875,-124.08,88.0715,-0.306769,-0.893591,0.3277,101
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-141.394,19.8957,120.692,-0.809125,0.470846,0.351598,138
-124.612,-19.5273,115.299,-0.742041,0.442975,0.503138,116
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-191.602,-226.678,93.7875,-0.0495922,-0.984071,0.170718,178
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-93.8825,-45.4187,108.936,-0.214158,0.497862,0.840399,96
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
47.9121,-2.88693,80.8593,-0.147698,0.158288,0.976284,50
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-139.048,25.6219,112.491,-0.0587861,0.971996,-0.227524,139.6
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-144.905,21.4803,121.729,-0.930092,0.324211,0.172675,140
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
-191.703,-230.479,94.993,-0.00291313,-0.909176,0.416401,180
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
47.426,-1.7286,84.645,-0.0965105,0.405293,0.909078,52
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-191.984,-234.268,96.2057,-0.130502,-0.971603,0.197375,182
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-145.091,21.5456,121.761,-0.9316,0.326442,0.159865,140.1
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
72.2441,-24.2085,59.4017,0.360357,-0.926751,-0.106186,55.1
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-192.28,-230.499,94.7092,-0.276519,-0.918707,0.281984,180
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-191.249,-233.953,96.8991,0.217625,-0.822307,0.525786,182
109.516,5.73191,71.9775,0.859353,0.361108,0.362096,69.9
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-34.1366,-54.0823,43.6668,-0.458473,-0.861326,0.218904,42.8
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
-10.35,35.7561,25.4996,-0.622282,0.712091,0.325101,26.4
-66.8362,-134.204,87.5206,0.252509,-0.956617,0.145339,105.8
114.669,3.50234,80.1525,0.81965,0.182088,0.543156,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
114.665,2.12989,80.051,0.802934,-0.298568,0.515901,74.5
